segment,segment_name,ranking,Short,Long,numerator_denominator,Table Number,Table Name
30,Pacific Islander community in older australian community,3,One_method_Car_as_driver_P,One_method_Car_as_driver_Persons,One_method_Car_as_driver_P|Tot_P,G62,Method of Travel to Work by Sex
31,Lower amenity young renters,1,P_Dementia_65_74,PERSONS_Dementia_including_Alzheimers_Age_65_74_years,P_Dementia_65_74|P_Tot_65_74,G19,Type of Long-Term Health Condition by Age by Sex
31,Lower amenity young renters,1,P_GrpH_Mem_55_64,PERSONS_Group_household_member_Age_55_64_years,P_GrpH_Mem_55_64|P_Tot_55_64,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,1,One_PF_MBO_Tot,One_parent_family_Mother_only_born_overseas_Total,One_PF_MBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
31,Lower amenity young renters,1,P_GrpH_Mem_65_74,PERSONS_Group_household_member_Age_65_74_years,P_GrpH_Mem_65_74|P_Tot_65_74,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,1,R_Tot_DS_SemiD_ro_or_tce_h_th,Rented_Total_Dwelling_structure_Semi_detached_row_or_terrace_house_townhouse_etc,R_Tot_DS_SemiD_ro_or_tce_h_th|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
31,Lower amenity young renters,1,P_PNG_Tot,PERSONS_Papua_New_Guinea_Total,P_PNG_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
31,Lower amenity young renters,1,P_85ov_Not_married,PERSONS_85_years_and_over_Not_married,P_85ov_Not_married|P_85ov_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,1,P_LonePsn_55_64,PERSONS_Lone_person_Age_55_64_years,P_LonePsn_55_64|P_Tot_55_64,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,1,P_LonePsn_65_74,PERSONS_Lone_person_Age_65_74_years,P_LonePsn_65_74|P_Tot_65_74,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,1,P_LonePsn_75_84,PERSONS_Lone_person_Age_75_84_years,P_LonePsn_75_84|P_Tot_75_84,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,1,P_LonePsn_85ov,PERSONS_Lone_person_Age_85_years_and_over,P_LonePsn_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,1,P_45_54_yr_Not_married,PERSONS_45_54_years_Not_married,P_45_54_yr_Not_married|P_45_54_yr_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,1,P_65_74_yr_Divorced,PERSONS_65_74_years_Divorced,P_65_74_yr_Divorced|P_65_74_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,1,P_55_64_yr_Divorced,PERSONS_55_64_years_Divorced,P_55_64_yr_Divorced|P_55_64_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,1,P_55_64_yr_Separated,PERSONS_55_64_years_Separated,P_55_64_yr_Separated|P_55_64_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,1,P_45_54_yr_Divorced,PERSONS_45_54_years_Divorced,P_45_54_yr_Divorced|P_45_54_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,1,P_45_54_yr_Separated,PERSONS_45_54_years_Separated,P_45_54_yr_Separated|P_45_54_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,1,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,Occupied_private_dwellings_Semi_detached_row_or_terrace_house_townhouse_etc_with_Two_or_more_storeys_Dwellings,OPDs_SD_r_t_h_th_2_m_sty_Dwgs|Total_PDs_Dwellings,G36,Dwelling Structure
31,Lower amenity young renters,1,R_RE_Ag_DS_SemD_ro_or_tc_h_th,Rented_Real_estate_agent_Dwelling_structure_Semi_detached_row_or_terrace_house_townhouse_etc,R_RE_Ag_DS_SemD_ro_or_tc_h_th|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
31,Lower amenity young renters,2,P_GrpH_Mem_45_54,PERSONS_Group_household_member_Age_45_54_years,P_GrpH_Mem_45_54|P_Tot_45_54,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,2,P_15_19_Num_chld_evr_brn_1,Age_group_of_parent_15_19_years_Number_of_children_ever_born_One_child,P_15_19_Num_chld_evr_brn_1|P_15_19_yrs_Total,G28,Number of Children Ever Born 
31,Lower amenity young renters,2,OPDs_F_ap_I_1or2_sty_blk_Ds,Occupied_private_dwellings_Flat_or_apartment_In_a_one_or_two_storey_block_Dwellings,OPDs_F_ap_I_1or2_sty_blk_Ds|Total_PDs_Dwellings,G36,Dwelling Structure
31,Lower amenity young renters,2,OPDs_SD_r_t_h_th_Tot_Dwgs,Occupied_private_dwellings_Semi_detached_row_or_terrace_house_townhouse_etc_with_Total_Dwellings,OPDs_SD_r_t_h_th_Tot_Dwgs|Total_PDs_Dwellings,G36,Dwelling Structure
31,Lower amenity young renters,2,P_LonePsn_45_54,PERSONS_Lone_person_Age_45_54_years,P_LonePsn_45_54|P_Tot_45_54,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,2,P_LonePnt_45_54,PERSONS_Lone_parent_Age_45_54_years,P_LonePnt_45_54|P_Tot_45_54,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,2,P_Tot_CommunPersnlSvc_W,PERSONS_Total_Occupation_Community_and_personal_service_workers,P_Tot_CommunPersnlSvc_W|P_Tot_Tot,G60,Occupation by age by Sex
31,Lower amenity young renters,2,P_Current_ADF_Regular_Tot,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_Total,P_Current_ADF_Regular_Tot|P_Tot_Tot,G22,Australian Defence Force Service by Age by Sex
31,Lower amenity young renters,2,P_35_44_yr_Divorced,PERSONS_35_44_years_Divorced,P_35_44_yr_Divorced|P_35_44_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,2,P_65_74_yr_Separated,PERSONS_65_74_years_Separated,P_65_74_yr_Separated|P_65_74_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,2,P_75_84_yr_Divorced,PERSONS_75_84_years_Divorced,P_75_84_yr_Divorced|P_75_84_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,2,P_Tot_Occ_Sal,PERSONS_Total_Occupation_Sales_workers,P_Tot_Occ_Sal|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
31,Lower amenity young renters,2,P_Ptn_in_DFM_15_24,PERSONS_Partner_in_de_facto_marriage_Age_15_24_years,P_Ptn_in_DFM_15_24|P_Tot_15_24,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,2,P_55_64_yr_Not_married,PERSONS_55_64_years_Not_married,P_55_64_yr_Not_married|P_55_64_yr_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,2,Tot_Lone_P_H,Total_Lone_person_households,Tot_Lone_P_H|Tot_Tot,G42,Dwelling Structure by Household Composition and Family Composition
31,Lower amenity young renters,2,P_75_84_yr_Not_married,PERSONS_75_84_years_Not_married,P_75_84_yr_Not_married|P_75_84_yr_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,2,Total_DS_SemiD_ro_or_tce_h_th,Total_Dwelling_structure_Semi_detached_row_or_terrace_house_townhouse_etc,Total_DS_SemiD_ro_or_tce_h_th|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
31,Lower amenity young renters,2,R_ST_h_auth_DS_Flat_apart,Rented_State_or_territory_housing_authority_Dwelling_structure_Flat_or_apartment,R_ST_h_auth_DS_Flat_apart|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
31,Lower amenity young renters,2,P_Current_ADF_Regular_15_24,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_15_24_years,P_Current_ADF_Regular_15_24|P_Tot_15_24,G22,Australian Defence Force Service by Age by Sex
31,Lower amenity young renters,2,P_65_74_yr_Not_married,PERSONS_65_74_years_Not_married,P_65_74_yr_Not_married|P_65_74_yr_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,2,Num_Psns_UR_1_Total,Number_of_Persons_usually_resident_One_Total,Num_Psns_UR_1_Total|Total_Total,G35,Household Composition by Number of Persons Usually Resident
31,Lower amenity young renters,3,P_AccomFoodS_ToT,PERSONS_Accommodation_and_Food_Services_Total,P_AccomFoodS_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
31,Lower amenity young renters,3,R_ST_h_au_DS_SD_ro_or_tc_h_th,Rented_State_or_territory_housing_authority_Dwelling_structure_Semi_detached_row_or_terrace_house_townhouse_etc,R_ST_h_au_DS_SD_ro_or_tc_h_th|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
31,Lower amenity young renters,3,OPDs_SD_r_t_h_th_1_sty_Dwgs,Occupied_private_dwellings_Semi_detached_row_or_terrace_house_townhouse_etc_with_One_storey_Dwellings,OPDs_SD_r_t_h_th_1_sty_Dwgs|Total_PDs_Dwellings,G36,Dwelling Structure
31,Lower amenity young renters,3,P_35_44_yr_Separated,PERSONS_35_44_years_Separated,P_35_44_yr_Separated|P_35_44_yr_Tot,G05,Registered Marital Status by Age by Sex
31,Lower amenity young renters,3,Tot_One_parent_fam,Total_One_parent_family,Tot_One_parent_fam|Tot_Tot,G32,Total Family Income (Weekly) by Family Composition
31,Lower amenity young renters,3,OPF_Total_P,One_parent_family_with_Total_Persons,OPF_Total_P|Total_P,G29,Family Composition
31,Lower amenity young renters,3,OPF_Total_F,One_parent_family_with_Total_Families,OPF_Total_F|Total_F,G29,Family Composition
31,Lower amenity young renters,3,OPF_ChU15_a_no_DSs_no_NdCh_P,One_parent_family_with_children_under_15_and_no_dependent_students_and_no_non_dependent_children_Persons,OPF_ChU15_a_no_DSs_no_NdCh_P|OPF_Total_P,G29,Family Composition
31,Lower amenity young renters,3,OPF_ChU15_a_no_DSs_no_NdCh_F,One_parent_family_with_children_under_15_and_no_dependent_students_and_no_non_dependent_children_Families,OPF_ChU15_a_no_DSs_no_NdCh_F|OPF_Total_F,G29,Family Composition
31,Lower amenity young renters,3,P_LonePsn_Tot,PERSONS_Lone_person_Total,P_LonePsn_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
31,Lower amenity young renters,3,P_AdminSupServ_ToT,PERSONS_Administrative_and_Support_Services_Total,P_AdminSupServ_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
31,Lower amenity young renters,3,P_Dementia_55_64,PERSONS_Dementia_including_Alzheimers_Age_55_64_years,P_Dementia_55_64|P_Tot_55_64,G19,Type of Long-Term Health Condition by Age by Sex
31,Lower amenity young renters,3,P_45_54_Need_for_assistance,PERSONS_45_54_years_Has_need_for_assistance,P_45_54_Need_for_assistance|P_45_54_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
31,Lower amenity young renters,3,P_Tot_Not_married,PERSONS_Total_Not_married,P_Tot_Not_married|P_Tot_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,3,P_35_44_yr_Not_married,PERSONS_35_44_years_Not_married,P_35_44_yr_Not_married|P_35_44_yr_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,3,P_20_24_yr_Married_de_facto,PERSONS_20_24_years_Married_in_a_de_facto_marriage,P_20_24_yr_Married_de_facto|P_20_24_yr_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,3,P_15_19_yr_Married_de_facto,PERSONS_15_19_years_Married_in_a_de_facto_marriage,P_15_19_yr_Married_de_facto|P_15_19_yr_Total,G06,Social Marital Status by Age by Sex
31,Lower amenity young renters,3,HI_500_649_Family_households,500_649_Family_households,HI_500_649_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
31,Lower amenity young renters,3,P_GrpH_Mem_75_84,PERSONS_Group_household_member_Age_75_84_years,P_GrpH_Mem_75_84|P_Tot_75_84,G27,Relationship in Household by Age by Sex
32,Public housing,1,P_LonePnt_Tot,PERSONS_Lone_parent_Total,P_LonePnt_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
32,Public housing,1,F_Heart_disease_75_84,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_75_84_years,F_Heart_disease_75_84|P_Tot_75_84,G19,Type of Long-Term Health Condition by Age by Sex
32,Public housing,1,HI_300_399_Family_households,300_399_Family_households,HI_300_399_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
32,Public housing,1,P_3_or_mo_cond_55_64,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_55_64_years,P_3_or_mo_cond_55_64|P_Tot_55_64,G20,Count of Selected Long-Term Health Conditions by Age by Sex
32,Public housing,1,Tot_One_parent_fam,Total_One_parent_family,Tot_One_parent_fam|Tot_Tot,G32,Total Family Income (Weekly) by Family Composition
32,Public housing,1,One_PF_FBO_Tot,One_parent_family_Father_only_born_overseas_Total,One_PF_FBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
32,Public housing,1,P_3_or_mo_cond_45_54,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_45_54_years,P_3_or_mo_cond_45_54|P_Tot_45_54,G20,Count of Selected Long-Term Health Conditions by Age by Sex
32,Public housing,1,OPF_Total_F,One_parent_family_with_Total_Families,OPF_Total_F|Total_F,G29,Family Composition
32,Public housing,1,P_3_or_mo_cond_35_44,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_35_44_years,P_3_or_mo_cond_35_44|P_Tot_35_44,G20,Count of Selected Long-Term Health Conditions by Age by Sex
32,Public housing,1,OPF_ChU15_a_DSs_a_NdCh_F,One_parent_family_with_children_under_15_and_dependent_students_and_non_dependent_children_Families,OPF_ChU15_a_DSs_a_NdCh_F|OPF_Total_F,G29,Family Composition
32,Public housing,1,P_3_or_mo_cond_25_34,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_25_34_years,P_3_or_mo_cond_25_34|P_Tot_25_34,G20,Count of Selected Long-Term Health Conditions by Age by Sex
32,Public housing,1,P_Mental_health_cond_Tot,PERSONS_Mental_health_condition_including_depression_or_anxiety_Age_Total_responses,P_Mental_health_cond_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
32,Public housing,1,P_0_4_yrs_Need_for_assistance,PERSONS_0_4_years_Has_need_for_assistance,P_0_4_yrs_Need_for_assistance|P_0_4_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_15_19_Need_for_assistance,PERSONS_15_19_years_Has_need_for_assistance,P_15_19_Need_for_assistance|P_15_19_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_20_24_Need_for_assistance,PERSONS_20_24_years_Has_need_for_assistance,P_20_24_Need_for_assistance|P_20_24_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_25_34_Need_for_assistance,PERSONS_25_34_years_Has_need_for_assistance,P_25_34_Need_for_assistance|P_25_34_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_35_44_Need_for_assistance,PERSONS_35_44_years_Has_need_for_assistance,P_35_44_Need_for_assistance|P_35_44_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_45_54_Need_for_assistance,PERSONS_45_54_years_Has_need_for_assistance,P_45_54_Need_for_assistance|P_45_54_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_55_64_Need_for_assistance,PERSONS_55_64_years_Has_need_for_assistance,P_55_64_Need_for_assistance|P_55_64_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_65_74_Need_for_assistance,PERSONS_65_74_years_Has_need_for_assistance,P_65_74_Need_for_assistance|P_65_74_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
32,Public housing,1,P_Dementia_45_54,PERSONS_Dementia_including_Alzheimers_Age_45_54_years,P_Dementia_45_54|P_Tot_45_54,G19,Type of Long-Term Health Condition by Age by Sex
32,Public housing,1,F_Heart_disease_65_74,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_65_74_years,F_Heart_disease_65_74|P_Tot_65_74,G19,Type of Long-Term Health Condition by Age by Sex
32,Public housing,1,P_1m_cond_Tot_45_54,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Total_Age_45_54_years,P_1m_cond_Tot_45_54|P_Tot_45_54,G20,Count of Selected Long-Term Health Conditions by Age by Sex
32,Public housing,1,P_1m_cond_Tot_55_64,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Total_Age_55_64_years,P_1m_cond_Tot_55_64|P_Tot_55_64,G20,Count of Selected Long-Term Health Conditions by Age by Sex
32,Public housing,1,HI_500_649_Family_households,500_649_Family_households,HI_500_649_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
32,Public housing,1,P_Tot_Not_married,PERSONS_Total_Not_married,P_Tot_Not_married|P_Tot_Total,G06,Social Marital Status by Age by Sex
32,Public housing,1,P_25_34_yr_Separated,PERSONS_25_34_years_Separated,P_25_34_yr_Separated|P_25_34_yr_Tot,G05,Registered Marital Status by Age by Sex
32,Public housing,1,P_35_44_yr_Separated,PERSONS_35_44_years_Separated,P_35_44_yr_Separated|P_35_44_yr_Tot,G05,Registered Marital Status by Age by Sex
32,Public housing,1,P_LonePnt_55_64,PERSONS_Lone_parent_Age_55_64_years,P_LonePnt_55_64|P_Tot_55_64,G27,Relationship in Household by Age by Sex
32,Public housing,1,P_LonePnt_45_54,PERSONS_Lone_parent_Age_45_54_years,P_LonePnt_45_54|P_Tot_45_54,G27,Relationship in Household by Age by Sex
32,Public housing,1,P_LonePnt_35_44,PERSONS_Lone_parent_Age_35_44_years,P_LonePnt_35_44|P_Tot_35_44,G27,Relationship in Household by Age by Sex
32,Public housing,1,P_Tot_Unemp_20_24,PERSONS_Total_unemployed_Age_20_24_years,P_Tot_Unemp_20_24|P_Tot_20_24,G46,Labour Force Status by Age by Sex
32,Public housing,1,P_25_34_Prvided_unpaid_assist,PERSONS_25_34_years_Provided_unpaid_assistance,P_25_34_Prvided_unpaid_assist|P_25_34_Tot,G25,Unpaid Assistance to a Person with a Disability Health Condition or Due to Old Age by Age by Sex
32,Public housing,1,R_ST_h_au_DS_SD_ro_or_tc_h_th,Rented_State_or_territory_housing_authority_Dwelling_structure_Semi_detached_row_or_terrace_house_townhouse_etc,R_ST_h_au_DS_SD_ro_or_tc_h_th|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
